0                    2                    89616                0.0                  0.0                  0.0                  0.0                  0.0                  0.0                  -999                 0.2883862802         0.4727035913         0.13599249683562273 
100                  2                    89616                0.0                  -0.05061621137       -0.5038924585        0.0                  0.0                  -0.1251894431        -999                 0.2677865149         0.185291218          0.11379463570757825 
200                  2                    89616                -0.0009814675186     0.0                  -0.6853044422        0.0                  0.0                  -0.005370432539      -999                 0.1341046684         0.07380022837        0.08897040080405366 
300                  2                    89616                0.0                  -0.003006701384      -0.7855443372        -0.01890578426       0.0                  -0.08465291382       -999                 0.7813844685         0.1303869336         0.39100111761934675 
400                  2                    89616                0.0                  0.0                  -0.8547783078        -0.03171303681       0.0                  -0.05330023656       -999                 0.4893019994         0.05503931986        0.16054058201484364 
500                  2                    89616                -0.001011129088      -0.005184209675      -0.9139753942        -0.02548154795       -0.001136518611      -0.01107942531       -999                 1.069773132          0.08939850931        0.3194481614496554  
600                  2                    89616                -0.0523701297        -0.05431066303       -0.9612496813        -0.06010042999       -0.05211592913       -0.03627565733       -999                 0.9350617398         0.07017813205        0.18808638953864498 
700                  2                    89616                -0.1336778238        -0.1207873991        -1.014351186         -0.1228340531        -0.1313254965        -0.1089318321        -999                 1.088868333          0.08242980186        0.2053334639470411  
800                  2                    89616                -0.1989429278        -0.1857567118        -1.059617892         -0.1760168763        -0.1967035244        -0.1589029303        -999                 0.9796508241         0.07335830163        0.1641109831270358  
900                  2                    89616                -0.249643008         -0.254346495         -1.094834562         -0.2315838347        -0.249653595         -0.06568868427       -999                 1.048455344          0.0625213698         0.19938615507817198 
1000                 2                    89616                -0.3215750352        -0.3352076142        -1.123366426         -0.3099879718        -0.3237634633        -0.04659021525       -999                 1.066437707          0.04621969708        0.21021276906137643 
1100                 2                    89616                -0.3829697804        -0.3849554929        -1.146852597         -0.3614752196        -0.3842390926        0.0                  -999                 1.075240263          0.03301109686        0.1959105469396391  
1200                 2                    89616                -0.4493017498        -0.4832935893        -1.18072643          -0.4911591712        -0.4542629857        0.0                  -999                 1.166562269          0.04776085696        0.20469694941823668 
1300                 2                    89616                -0.4815033055        -0.4901685581        -1.209588609         -0.4897362994        -0.4838455726        0.0                  -999                 1.060508861          0.03613984292        0.13663138082319276 
1400                 2                    89616                -0.5466164107        -0.577932034         -1.227040586         -0.5894888484        -0.5520810918        0.0                  -999                 1.071252816          0.05479066582        0.16798788833996223 
1500                 2                    89616                -0.581711424         -0.5987697022        -1.250108548         -0.6078237002        -0.5859695763        0.0                  -999                 1.066601398          0.04240386941        0.1637701407467042  
1600                 2                    89616                -0.6099871638        -0.6381732631        -1.264408035         -0.6361232491        -0.6150332001        0.0                  -999                 0.9565435473         0.02055697083        0.13715598109491808 
1700                 2                    89616                -0.6210605077        -0.6286672152        -1.273798136         -0.6176990489        -0.623553588         -0.01229635723       -999                 1.109030999          0.04146067113        0.172932403293043   
1800                 2                    89616                -0.6150011143        -0.613422288         -1.280602054         -0.6162604848        -0.6161613019        -0.008149700918      -999                 1.011732194          0.01758340696        0.11742434168060642 
1900                 2                    89616                -0.6405723071        -0.6130269504        -1.286025737         -0.6261218395        -0.6392521291        -0.01467518028       -999                 1.059163431          0.04125259685        0.13370412877365584 
2000                 2                    89616                -0.6084725101        -0.5797573941        -1.294060132         -0.5592477734        -0.6052458103        0.0                  -999                 0.9592793063         0.02408877868        0.10237384593555017 
2100                 2                    89616                -0.6804607941        -0.6523673449        -1.291662135         -0.6391823165        -0.6772042931        0.0                  -999                 1.038722849          0.04154199599        0.16379961122299724 
2200                 2                    89616                -0.6819195697        -0.6576321869        -1.300269785         -0.655151715         -0.6788013651        -0.03710837146       -999                 1.023699941          0.01512143226        0.13479156779602341 
2300                 2                    89616                -0.6406602282        -0.6055516328        -1.294960383         -0.5828389824        -0.6354602288        -0.07369052253       -999                 1.066779944          0.03342514024        0.17265716983048854 
2400                 2                    89616                -0.6740917388        -0.6335815111        -1.303503589         -0.6073138655        -0.6677557713        -0.1488926829        -999                 1.120758869          0.03952423585        0.15216496867489224 
2500                 2                    89616                -0.6579664091        -0.5995683701        -1.330586602         -0.5584938748        -0.6493617668        -0.1720255693        -999                 1.048235623          0.03126816342        0.14482927576902038 
2600                 2                    89616                -0.6827478118        -0.5908337162        -1.332219088         -0.5366110349        -0.6693380775        -0.1717475925        -999                 1.080526597          0.03882554027        0.14224029376519878 
2700                 2                    89616                -0.6823779057        -0.6102930353        -1.332088295         -0.542470897         -0.6713554459        -0.07969130226       -999                 1.037440369          0.02384301188        0.14138426689466332 
2800                 2                    89616                -0.743607153         -0.658715543         -1.361238984         -0.6190178761        -0.7308575703        -0.1060867833        -999                 1.136121214          0.04022289813        0.16989430784007045 
2900                 2                    89616                -0.6927409469        -0.6251668194        -1.355931718         -0.5815486575        -0.6828119619        -0.07685335887       -999                 1.040105927          0.01398086514        0.11746200911214823 
3000                 2                    89616                -0.7086558098        -0.6142259646        -1.369357202         -0.5639180256        -0.6935463944        -0.1195427492        -999                 1.116830134          0.04730320986        0.15103421423556862 
3100                 2                    89616                -0.6319907826        -0.5731378708        -1.378159065         -0.5175886293        -0.6211177001        -0.08085201654       -999                 1.027375806          0.01965910561        0.10316492759774158 
3200                 2                    89616                -0.6627706777        -0.5931483546        -1.368239653         -0.5668637699        -0.6524042195        -0.01046107691       -999                 1.11098557           0.04991337726        0.16779935709939311 
3300                 2                    89616                -0.6206583532        -0.5491661907        -1.373043448         -0.521168161         -0.6091191333        -0.1015269505        -999                 0.998475528          0.008456678752       0.10037107573710871 
3400                 2                    89616                -0.628890026         -0.5630583795        -1.386415715         -0.5271961094        -0.6193713012        -0.0644391073        -999                 1.137847738          0.0512764931         0.18367643891956778 
3500                 2                    89616                -0.6039324775        -0.5525267283        -1.388355295         -0.5204526822        -0.5955303983        -0.1321286161        -999                 1.085653756          0.01723811627        0.13022832752585886 
3600                 2                    89616                -0.5800464641        -0.5346778309        -1.394167363         -0.5032227239        -0.5740490013        -0.0860039054        -999                 1.184057257          0.05951349546        0.19896525008644428 
3700                 2                    89616                -0.5783603379        -0.5189744813        -1.389671055         -0.487455915         -0.5689804256        -0.1729365404        -999                 1.113866446          0.02489920225        0.13925482995683428 
3800                 2                    89616                -0.577476737         -0.5276318147        -1.38854275          -0.491513677         -0.5710309877        -0.08254134766       -999                 1.22551095           0.06332733049        0.22136609030960216 
3900                 2                    89616                -0.5785129957        -0.517809538         -1.391736432         -0.4764444454        -0.5696538267        -0.1618656538        -999                 1.168556041          0.02849050738        0.1674616923988428  
4000                 2                    89616                -0.5779043766        -0.5219560017        -1.39186052          -0.4621455473        -0.5699684848        -0.07760022756       -999                 1.242266067          0.06661700659        0.22810699355406208 
4100                 2                    89616                -0.5991871885        -0.5450745823        -1.389239089         -0.497631928         -0.5907547516        -0.2057873157        -999                 1.200268862          0.03874451683        0.1655251585252326  
4200                 2                    89616                -0.6227135197        -0.572459142         -1.399788831         -0.5280836446        -0.6172506034        -0.01468419621       -999                 1.356785092          0.09060182121        0.27156422651752504 
4300                 2                    89616                -0.6237582938        -0.567887852         -1.392650591         -0.5178258436        -0.6155972723        -0.2330367088        -999                 1.200844027          0.03844104349        0.17153513026289646 
4400                 2                    89616                -0.6417137093        -0.5997375452        -1.387748699         -0.5587404745        -0.6379836435        -0.05389790631       -999                 1.290728193          0.07778286956        0.2370441744502891  
4500                 2                    89616                -0.5945995256        -0.5427125636        -1.384175555         -0.510118557         -0.5870146656        -0.1163610079        -999                 1.186565553          0.0278811696         0.16632006379333736 
4600                 2                    89616                -0.6043838594        -0.5584570631        -1.385908611         -0.537949864         -0.6003722574        0.0                  -999                 1.274612933          0.07023384304        0.2101923377800262  
4700                 2                    89616                -0.5291931975        -0.4750861905        -1.375928171         -0.4625467097        -0.5214799268        -0.08269537759       -999                 1.159630612          0.02557962224        0.15427479020697715 
4800                 2                    89616                -0.5631500192        -0.5036368026        -1.386008687         -0.4937847547        -0.5568398556        0.0                  -999                 1.233419209          0.05943843899        0.18631626947579838 
4900                 2                    89616                -0.5183383943        -0.4620992299        -1.384389743         -0.4408993918        -0.5102609966        -0.03088042407       -999                 1.184707023          0.03360699048        0.18546551529862348 
5000                 2                    89616                -0.5550437801        -0.5025436597        -1.38691426          -0.4699464819        -0.5482001418        -0.01732485316       -999                 1.217720046          0.03896373585        0.1699201125869226  
5100                 2                    89616                -0.5480680058        -0.5072813476        -1.381216455         -0.4785060224        -0.5425302703        -0.08535443904       -999                 1.351246811          0.06791063205        0.2782771786902909  
5200                 2                    89616                -0.5246210747        -0.4981637112        -1.388465699         -0.4585133144        -0.5215749856        -0.10586288          -999                 1.234929871          0.03846168357        0.16051493527352118 
5300                 2                    89616                -0.5217940269        -0.4964536621        -1.383190245         -0.4616356687        -0.5182886976        -0.2099889787        -999                 1.433578677          0.09134291329        0.33364840895685366 
5400                 2                    89616                -0.5355526132        -0.5033063304        -1.390773577         -0.4646731457        -0.5309443486        -0.2225197314        -999                 1.227610665          0.02810077043        0.16949024484397635 
5500                 2                    89616                -0.5063217371        -0.4791165895        -1.389151197         -0.4363989585        -0.5033412151        -0.2392649809        -999                 1.387872347          0.08745076535        0.31282686854634806 
5600                 2                    89616                -0.5000491365        -0.4589385397        -1.391940216         -0.3967585977        -0.4945197777        -0.2798987999        -999                 1.285724604          0.04829778019        0.1947306715709797  
5700                 2                    89616                -0.4793087952        -0.4233353041        -1.38081537          -0.3691400791        -0.4716707635        -0.2741021787        -999                 1.369038823          0.09076416562        0.2912440881210554  
5800                 2                    89616                -0.480848934         -0.4254765979        -1.391098613         -0.3617600065        -0.4729952106        -0.2887093142        -999                 1.307384102          0.05707266622        0.19757812723096405 
5900                 2                    89616                -0.4268953005        -0.3504333891        -1.38436379          -0.2832107672        -0.414655825         -0.3055253092        -999                 1.34306239           0.06383483861        0.26629685375875384 
6000                 2                    89616                -0.4746354885        -0.3767194794        -1.388731287         -0.3071492255        -0.4593759563        -0.2973070937        -999                 1.296094694          0.04929101457        0.18651228284661636 
6100                 2                    89616                -0.4579144402        -0.3629088815        -1.381222231         -0.2702534378        -0.4435693422        -0.2376580233        -999                 1.317172875          0.05763983139        0.23100460845704593 
6200                 2                    89616                -0.5008846714        -0.4144745863        -1.390199867         -0.3176779009        -0.4881396007        -0.09178679142       -999                 1.342246472          0.07079735582        0.2215587129302522  
6300                 2                    89616                -0.4027306297        -0.2997497517        -1.38430176          -0.2100826824        -0.3876833042        -0.2836310734        -999                 1.349055142          0.06354424376        0.2438196247450552  
6400                 2                    89616                -0.4669212813        -0.3658269294        -1.385411364         -0.2719053477        -0.4513275445        -0.1014873577        -999                 1.346129569          0.06205595144        0.221212377033344   
6500                 2                    89616                -0.5180780443        -0.4285652447        -1.383270749         -0.3058273198        -0.5039071153        -0.1274394766        -999                 1.37471041           0.05852815685        0.2504706883426016  
6600                 2                    89616                -0.5290410166        -0.4288294326        -1.383942125         -0.3209763612        -0.5131763527        -0.09013000703       -999                 1.340068049          0.05931594856        0.21421916374044012 
6700                 2                    89616                -0.5255246608        -0.4493839946        -1.383870888         -0.3654331719        -0.5147017357        -0.1559007626        -999                 1.27272616           0.04619634734        0.19308084189583313 
